,Name,Year,Rating,Votes
4355,Trixie,2000,5.0,1356.0
4356,Kebab Connection,2004,6.7,4623.0
4357,Love Story 2050,2008,2.6,2054.0
4358,Astérix et les Vikings,2006,6.0,9415.0
4359,No Entry,2005,6.6,9227.0
4360,I Witness,2003,5.8,1275.0
4361,Spirit Camp,2009,4.8,492.0
4362,Konkurîto,2004,5.2,173.0
4363,La veuve de Saint-Pierre,2000,7.3,5050.0
4364,"Gandhi, My Father",2007,7.4,1443.0
4365,Forever Lulu,2000,5.6,1133.0
4366,The Last Minute,2001,5.9,789.0
4367,Kyaa Kool Hai Hum,2005,6.1,2792.0
4368,Chalo Ishq Ladaaye,2002,4.4,428.0
4369,The Breakup Artist,2004,4.8,229.0
4370,Krishna Cottage,2004,5.0,694.0
4371,Reykjavik Whale Watching Massacre,2009,4.9,1735.0
4372,Ten Canoes,2006,7.0,4064.0
4373,Shun liu ni liu,2000,6.9,3935.0
4374,Gekijô-ban Naruto shippûden,2007,7.0,2462.0
4375,"Good Boy, Bad Boy",2007,3.8,1433.0
4376,The Road Home,2003,5.9,363.0
4377,Waiting for Godot,2001,7.7,1044.0
4378,Shanghai Kiss,2007,6.8,4998.0
4379,Escaflowne,2000,6.8,3118.0
4380,Crónica de una fuga,2006,7.2,3136.0
4381,Big Eden,2000,7.4,3706.0
4382,Naked Wishes,2000,5.6,438.0
4383,Slippery Slope,2006,5.0,170.0
4384,The Zombie Diaries,2006,4.1,4449.0
4385,Naa Autograph Sweet Memories,2004,7.2,294.0
4386,Buddenbrooks,2008,5.8,1344.0
4387,La máquina de bailar,2006,4.2,341.0
4388,Till Human Voices Wake Us,2002,6.4,2189.0
4389,Chasing Sleep,2000,6.4,2881.0
4390,The Bunker,2001,5.5,5446.0
4391,Hana yori mo naho,2006,6.8,1197.0
4392,Silmido,2003,7.1,3749.0
4393,Chemical Wedding,2008,4.9,1387.0
4394,Carolina,2003,6.2,3778.0
4395,Le couperet,2005,7.4,6837.0
4396,The Lost Tribe,2009,3.9,1387.0
4397,Hora,2009,2.9,580.0
4398,El padrino,2004,4.9,634.0
4399,Naan Kadavul,2009,7.8,1492.0
4400,Container,2006,5.2,786.0
4401,Baramui paiteo,2004,7.1,3397.0
4402,Mou han fou wut,2002,6.6,276.0
4403,Un baiser s'il vous plaît,2007,6.8,2193.0
4404,I Come with the Rain,2009,5.5,2777.0
4405,Singh Is Kinng,2008,5.8,12463.0
4406,The Last Lovecraft: Relic of Cthulhu,2009,5.5,1544.0
4407,Barbarossa,2009,4.4,1140.0
4408,Pit Fighter,2005,4.6,1017.0
4409,Pon,2002,6.2,4567.0
4410,El fondo del mar,2003,6.7,1042.0
4411,Crazy,2008,6.6,551.0
4412,A Different Loyalty,2004,5.1,1282.0
4413,Har Dil Jo Pyar Karega...,2000,5.2,3555.0
4414,The Price of Milk,2000,6.8,1587.0
4415,How to Rob a Bank (and 10 Tips to Actually Get Away with It),2007,6.1,5748.0
4416,Botched,2007,5.8,5972.0
4417,Chihwaseon,2002,7.3,2364.0
4418,The Devil's Chair,2007,4.9,2715.0
4419,Naan Avanillai,2007,5.9,97.0
4420,Thirupaachi,2005,5.8,2238.0
4421,The Tracker,2002,7.5,1989.0
4422,Le refuge,2009,6.4,2361.0
4423,Bookies,2003,6.0,2001.0
4424,Appurushîdo,2004,7.0,16724.0
4425,Deha,2007,7.0,48.0
4426,Doraemon: Nobita no shin makai daibôken,2007,6.9,234.0
4427,Juhong geulshi,2004,6.6,889.0
4428,Karzzzz,2008,2.1,1061.0
4429,Anand,2004,7.8,1465.0
4430,What's Cooking?,2000,7.1,2330.0
4431,Oechul,2005,6.8,1500.0
4432,Boku no kanojo wa saibôgu,2008,7.0,3153.0
4433,Gitler kaput!,2008,3.0,1553.0
4434,Dangerous Pleasures,2001,4.7,54.0
4435,Adam & Paul,2004,7.2,2649.0
4436,Shi yue wei cheng,2009,6.8,6961.0
4437,L'odore del sangue,2004,5.5,218.0
4438,Badri,2000,7.1,1372.0
4439,Sugar,2004,5.5,1824.0
4440,Soccer Mom,2008,5.2,1087.0
4441,Syota ng bayan,2001,7.0,22.0
4442,Gettin' It,2006,3.4,875.0
4443,Pehli Suhagraat,2001,0.0,0.0
4444,Seulpeumboda deo seulpeun iyagi,2009,7.6,1931.0
4445,Stoic,2009,4.9,2344.0
4446,Falling Up,2009,5.7,2284.0
4447,Eden Log,2007,5.3,6154.0
4448,Il nostro messia,2008,5.8,16.0
4449,Xun zhao Cheng Long,2009,4.1,983.0
4450,Etz Limon,2008,7.4,5860.0
4451,Jargo,2004,6.2,200.0
4452,Wishcraft,2002,5.2,1652.0
4453,Tryst,2005,4.3,107.0
4454,In Enemy Hands,2004,6.0,3532.0
4455,Romasanta,2004,5.3,3117.0
4456,Obitaemyy ostrov,2009,5.2,4893.0
4457,Day Zero,2007,6.0,2635.0
4458,Insan,2005,5.0,1118.0
4459,Julie Johnson,2001,6.1,615.0
4460,Kill Kill Faster Faster,2008,4.4,641.0
4461,The Secrets of Jonathan Sperry,2008,7.0,1179.0
4462,Beneath,2007,5.4,3700.0
4463,Silip,2007,5.9,59.0
4464,Gekijô-ban Naruto Shippûden: Hi no ishi wo tsugu mono,2009,7.3,2163.0
4465,The Arena,2001,2.8,576.0
4466,Darwaza,2002,4.1,44.0
4467,Man About Dog,2004,6.6,907.0
4468,Clubbed,2008,6.9,3336.0
4469,What Is It?,2005,5.9,814.0
4470,Bhagam Bhag,2006,6.4,8372.0
4471,A Film with Me in It,2008,6.7,3436.0
4472,Bangkok Love Story,2007,5.5,1301.0
4473,Legãturi bolnãvicioase,2006,6.9,2586.0
4474,Minor Details,2009,4.8,744.0
4475,Kiskanmak,2009,6.7,2232.0
4476,Mang lung,2005,5.5,1444.0
4477,Vikaren,2007,5.9,2952.0
4478,American Soldiers,2005,3.2,2292.0
4479,Do Me Love,2009,4.2,22.0
4480,Absolon,2003,4.2,2866.0
4481,The Wizard of Gore,2007,5.0,2512.0
4482,Pyaar Tune Kya Kiya...,2001,5.7,678.0
4483,The Defender,2004,5.1,1451.0
4484,Le collectionneur,2002,6.1,565.0
4485,The Cabinet of Dr. Caligari,2005,5.8,583.0
4486,Sex Files: Pleasureville,2000,4.7,116.0
4487,La zona,2007,7.1,4952.0
4488,Maljukgeori janhoksa,2004,7.5,2243.0
4489,The Dog Problem,2006,6.3,3121.0
4490,Ek Chalis Ki Last Local,2007,7.3,4080.0
4491,Neighbor,2009,4.1,1709.0
4492,Jis Desh Mein Ganga Rehta Hain,2000,4.8,943.0
4493,Inuyasha - Toki wo Koeru Omoi,2001,7.5,1851.0
4494,The Visitation,2006,5.2,2457.0
4495,Delivering Milo,2001,5.8,1038.0
4496,Karaula,2006,7.7,5129.0
4497,Kolpaçino,2009,6.0,6907.0
4498,101 Reykjavík,2000,6.9,8836.0
4499,Kataude mashin gâru,2008,5.9,9216.0
4500,Kurôzu zero,2007,7.1,6528.0
4501,Aladin,2009,4.7,2307.0
4502,Mujeres Infieles,2004,5.2,349.0
4503,Novel Romance,2006,5.3,214.0
4504,Kahin Pyaar Na Ho Jaaye,2000,4.4,1561.0
4505,Saas Bahu Aur Sensex,2008,5.2,91.0
4506,The Good Heart,2009,6.9,3944.0
4507,Ander,2009,7.2,739.0
4508,Kill Me Later,2001,6.3,2112.0
4509,Rokugatsu no hebi,2002,7.0,3521.0
4510,High Life,2009,6.2,3006.0
4511,The Room,2006,3.1,367.0
4512,Sun cheung sau,2009,5.6,1866.0
4513,Naam yi boon sik,2007,6.8,2569.0
4514,Garage,2007,7.1,2611.0
4515,The Gospel,2005,4.4,1899.0
4516,Le premier cercle,2009,5.4,2961.0
4517,Out of the Blue,2006,7.2,3019.0
4518,Darna Zaroori Hai,2006,5.4,1523.0
4519,Company Man,2000,5.4,1882.0
4520,Adam & Steve,2005,6.0,2817.0
4521,8 x 10 Tasveer,2009,5.9,4901.0
4522,ReGOREgitated Sacrifice,2008,3.8,552.0
4523,Parzania,2005,7.7,1249.0
4524,Aitraaz,2004,6.8,8569.0
4525,Merlin: The Return,2000,3.7,514.0
4526,Puck Hogs,2009,3.8,193.0
4527,Disappearances,2006,5.1,500.0
4528,Crackerjack,2002,6.8,2149.0
4529,Joze to tora to sakana tachi,2003,7.6,1183.0
4530,Rahul,2001,5.4,210.0
4531,Holy Water,2009,5.9,1594.0
4532,Touch of Pink,2004,6.6,3786.0
4533,Shadow of Fear,2004,5.2,1313.0
4534,Magicians,2007,6.0,5225.0
4535,Spring 1941,2007,5.9,513.0
4536,Neredesin Firuze,2004,7.3,7170.0
4537,Paintball,2009,3.9,2227.0
4538,Thérèse: The Story of Saint Thérèse of Lisieux,2004,6.4,431.0
4539,"Romulus, My Father",2007,6.7,3897.0
4540,Jannat: In Search of Heaven...,2008,6.9,4766.0
4541,New York,2009,6.8,9295.0
4542,The Vampire Diaries Series,2009,8.8,41.0
4543,Em Magan,2006,6.5,111.0
4544,Love N' Dancing,2009,5.5,1609.0
4545,Natasha,2007,5.1,567.0
4546,Ang lihim ni Antonio,2008,6.7,307.0
4547,Scandal: Sex@students.edu,2001,5.7,78.0
4548,Black Irish,2007,7.1,2376.0
4549,"Harry, un ami qui vous veut du bien",2000,7.2,8998.0
4550,Un conte de Noël,2008,7.1,6041.0
4551,Paagalpan,2001,6.6,34.0
4552,Bloodline,2005,4.6,106.0
4553,Trouble with Sex,2005,5.3,119.0
4554,Cowboy Up,2001,5.8,728.0
4555,Garage Days,2002,5.9,2578.0
4556,Kama Sundari,2001,5.1,10.0
4557,Within the Whirlwind,2009,6.7,532.0
4558,Liebesleben,2007,6.0,407.0
4559,Les amants réguliers,2005,7.1,2459.0
4560,The Steam Experiment,2009,4.0,2494.0
4561,L'educazione sentimentale di Eugénie,2005,4.2,205.0
4562,Darfur,2009,5.9,2273.0
4563,Silver City,2004,6.1,3624.0
4564,Jerichow,2008,7.0,1875.0
4565,Lady Killers,2003,2.9,2299.0
4566,You,2009,6.6,94.0
4567,La répétition,2001,6.1,1037.0
4568,Aksharaya,2005,5.5,147.0
4569,Welcome to Paradise,2007,5.7,307.0
4570,Laitakaupungin valot,2006,6.9,5701.0
4571,Zamani barayé masti asbha,2000,7.7,6156.0
4572,Devil's Pond,2003,5.4,3491.0
4573,A Sublime Love Story: Barsaat,2005,4.1,497.0
4574,"Non ma fille, tu n'iras pas danser",2009,6.1,751.0
4575,Samaria,2004,7.1,12181.0
4576,Surrender,2003,3.9,130.0
4577,Balibo,2009,7.1,2210.0
4578,Conjurer,2008,4.8,1311.0
4579,Hacivat Karagöz Neden Öldürüldü?,2006,7.5,8351.0
4580,Woochi,2009,6.7,2632.0
4581,The Smell of Success,2009,5.3,1016.0
4582,Who Loves the Sun,2006,6.0,493.0
4583,Spooky House,2002,5.4,359.0
4584,Isn't She Great,2000,5.4,2131.0
4585,Prag,2006,6.8,2623.0
4586,23rd March 1931: Shaheed,2002,5.1,540.0
4587,Dog Tags,2008,5.6,1505.0
4588,Unrelated,2007,6.5,1229.0
4589,99,2009,7.3,2402.0
4590,Dark Moon Rising,2009,4.1,569.0
4591,Sita Sings the Blues,2008,7.7,4026.0
4592,The Ape,2005,4.6,852.0
4593,Nome Próprio,2007,6.4,374.0
4594,Yeh Dil,2003,4.2,168.0
4595,Turneja,2008,7.3,2153.0
4596,Soon-jeong-man-hwa,2008,7.1,1001.0
4597,The Redsin Tower,2006,4.8,460.0
4598,Twenty:20,2008,6.8,1348.0
4599,Jin ping mei er ai de nu li,2009,4.7,327.0
4600,Leo,2002,6.6,914.0
4601,Jjakpae,2006,6.7,3902.0
4602,The Good Life,2007,6.5,1803.0
4603,Blood Feast 2: All U Can Eat,2002,5.9,1252.0
4604,Monpura,2009,8.6,4175.0
4605,Maurice Richard,2005,7.7,4686.0
4606,Street Dreams,2009,6.5,952.0
4607,Ghost Machine,2009,4.8,1676.0
4608,Suplement,2002,5.8,151.0
4609,La gran aventura de Mortadelo y Filemón,2003,5.3,2952.0
4610,Niko - lentäjän poika,2008,6.2,2764.0
4611,The Pleasure of Being Robbed,2008,5.8,906.0
4612,Hack!,2007,4.0,1988.0
4613,Sueur,2008,7.2,46.0
4614,Kurôzu zero II,2009,7.3,3869.0
4615,Perfect Fit,2001,5.1,178.0
4616,The Last Horror Movie,2003,5.6,3537.0
4617,Meduzot,2007,7.1,2372.0
4618,Mitti Wajaan Maardi,2007,5.7,63.0
4619,L'intrus,2004,7.0,1493.0
4620,Killer Pad,2008,4.1,1348.0
4621,Joong-cheon,2006,6.3,1619.0
4622,Deewaar: Let's Bring Our Heroes Home,2004,6.2,1210.0
4623,Forget About It,2006,4.5,418.0
4624,Vatsyayana Kamasutra,2001,0.0,0.0
4625,Wind River,2000,6.5,323.0
4626,Drømmen,2006,7.3,2364.0
4627,El búfalo de la noche,2007,4.3,1512.0
4628,Robodoc,2009,4.3,688.0
4629,The Best Two Years,2004,7.5,1263.0
4630,"Lovely, Still",2008,7.2,1896.0
4631,Jigureul jikyeora!,2003,7.4,6973.0
4632,Il compleanno,2009,6.4,2070.0
4633,Valami Amerika,2002,7.0,4091.0
4634,Stuck!,2009,3.3,166.0
4635,La fille de Monaco,2008,5.8,1834.0
4636,Graduation Day,2003,7.4,33.0
4637,Girl Fever,2002,5.0,2246.0
4638,Ved verdens ende,2009,5.9,1449.0
4639,Jeena Sirf Merre Liye,2002,4.6,617.0
4640,La fiesta del Chivo,2005,6.4,751.0
4641,Eskalofrío,2008,6.1,3084.0
4642,The Conclave,2006,6.5,442.0
4643,Forbidden,2001,5.6,502.0
4644,Tokyo Sonata,2008,7.6,7858.0
4645,La coupure,2006,4.9,116.0
4646,Around the Bend,2004,6.5,3983.0
4647,Viva Cuba,2005,7.1,945.0
4648,Le papillon,2002,7.2,2649.0
4649,Seventh Moon,2008,4.7,2583.0
4650,Valami Amerika 2,2008,6.9,2976.0
4651,Confidences trop intimes,2004,7.1,4445.0
4652,Dirty Deeds,2002,6.3,3008.0
4653,MR 73,2008,6.7,5271.0
4654,Ajami,2009,7.4,5559.0
4655,Saravana,2006,4.9,239.0
4656,The Trip,2002,7.0,3514.0
4657,My Sexiest Year,2007,7.2,281.0
4658,Woh Lamhe,2006,6.7,1043.0
4659,Dum,2003,5.6,1400.0
4660,Mofuku no onna: Kuzureru,2001,7.1,31.0
4661,Red Diaries,2001,5.4,16.0
4662,Prison Song,2001,6.7,465.0
4663,Zweiohrküken,2009,5.7,7039.0
4664,Still Life,2001,5.0,28.0
4665,Gosa,2008,5.7,1909.0
4666,Sang sattawat,2006,7.5,3214.0
4667,Geuhae yeoreum,2006,7.3,716.0
4668,Last Ride,2009,6.7,2087.0
4669,Lucky Break,2001,6.2,2018.0
4670,Skins,2002,7.2,1256.0
4671,Dark Corners,2006,5.1,2348.0
4672,Shadow,2009,5.5,2399.0
4673,The Prince of the Dinosaurs,2000,4.0,8.0
4674,Sunshine State,2002,6.9,3630.0
4675,Player 5150,2008,5.1,581.0
4676,Shootout at Lokhandwala,2007,7.1,8313.0
4677,Alone,2007,6.6,4585.0
4678,L'empire des loups,2005,5.9,10330.0
4679,Kiss the Bride,2002,5.5,1052.0
4680,A Dog's Breakfast,2007,7.0,3395.0
4681,1 1/2 Ritter - Auf der Suche nach der hinreißenden Herzelinde,2008,3.6,2127.0
4682,Jodi No.1,2001,5.8,1850.0
4683,Bootmen,2000,6.2,2092.0
4684,Local Color,2006,7.0,1341.0
4685,Rock Haven,2007,5.5,1458.0
4686,Somers Town,2008,6.9,5654.0
4687,Peraanmai,2009,7.1,751.0
4688,Sacred Flesh,2000,3.4,440.0
4689,Yeogyosu-ui eunmilhan maeryeok,2006,4.5,242.0
4690,Boomerang,2001,7.3,1121.0
4691,Visitors,2003,5.1,1150.0
4692,The Bare Wench Project,2000,3.1,830.0
4693,Chandni Bar,2001,7.7,2170.0
4694,Nuovomondo,2006,6.9,4477.0
4695,Castillos de cartón,2009,5.8,1085.0
4696,One Two Three,2008,5.2,2092.0
4697,Tre metri sopra il cielo,2004,5.1,3005.0
4698,L'imbalsamatore,2002,7.0,1805.0
4699,Dreamland,2006,6.4,2316.0
4700,The Roost,2005,4.9,1807.0
4701,Buried Alive,2007,4.1,1941.0
4702,Ben Johnson,2005,5.5,62.0
4703,Confessions of a Porn Addict,2008,5.0,738.0
4704,Jurm,2005,5.6,384.0
4705,Jiang shan mei ren,2008,5.9,3528.0
4706,Lower Learning,2008,4.0,2303.0
4707,Gang of Roses,2003,2.3,923.0
4708,Son de mar,2001,6.1,1798.0
4709,Ben X,2007,7.4,17493.0
4710,Kongekabale,2004,7.4,3968.0
4711,Nishabd,2007,5.5,1417.0
4712,L'amico di famiglia,2006,7.1,2892.0
4713,L'homme du train,2002,7.3,6486.0
4714,Refugee,2000,5.5,1665.0
4715,Bu san,2003,7.1,3362.0
4716,Luna de Avellaneda,2004,7.3,4451.0
4717,Breakfast with Scot,2007,6.8,2747.0
4718,La journée de la jupe,2008,7.0,2133.0
4719,Dor,2006,8.0,4941.0
4720,London Dreams,2009,5.4,3696.0
4721,Abril Despedaçado,2001,7.7,6227.0
4722,Hundstage,2001,7.1,5470.0
4723,Erótica: Luz de Luna,2008,7.1,22.0
4724,Fool N Final,2007,3.4,1621.0
4725,Grimm,2003,6.3,1642.0
4726,"South of Heaven, West of Hell",2000,4.2,1289.0
4727,Nana,2005,7.2,3147.0
4728,Tatarak,2009,6.5,1038.0
4729,Tony Manero,2008,6.8,2847.0
4730,Un secret,2007,6.8,2780.0
4731,BattleQueen 2020,2001,2.9,602.0
4732,Bangkok Dangerous,2000,6.6,3311.0
4733,The Badge,2002,6.2,2966.0
4734,What's Your Raashee?,2009,4.7,2293.0
4735,Blackout,2007,6.1,497.0
4736,Brothers of the Head,2005,6.4,1642.0
4737,Student No. 1,2001,6.8,1320.0
4738,Bhupathi,2007,6.4,52.0
4739,Broken,2006,4.9,2638.0
4740,Tomboys,2009,2.9,209.0
4741,Gekijô ban poketto monsutâ: Daiyamondo & Pâru - Giratina to sora no hanataba Sheimi,2008,6.3,1379.0
4742,El mar,2000,6.5,1326.0
4743,Justice/Vengeance,2009,5.9,106.0
4744,Ajab Prem Ki Ghazab Kahani,2009,6.3,10089.0
4745,The Legend of Johnny Lingo,2003,6.3,672.0
4746,Gespenster,2005,6.9,1219.0
4747,Mu-rim-yeo-dae-saeng,2008,6.3,661.0
4748,Crónicas,2004,6.9,3130.0
4749,Ira & Abby,2006,6.5,2067.0
4750,Hair Show,2004,5.1,5581.0
4751,Hard Cash,2002,4.5,2841.0
4752,Nuvve.. Nuvve...,2002,7.3,594.0
4753,Glue,2006,6.5,1397.0
4754,The Sisters,2005,6.2,898.0
4755,The Living and the Dead,2006,6.0,2082.0
4756,Midsommer,2003,5.8,2172.0
4757,Denise Austin: Mat Workout Based on the Workout of J.H. Pilates,2001,0.0,0.0
4758,Never Surrender,2009,2.7,1753.0
4759,Les regrets,2009,6.1,511.0
4760,Vikramarkudu,2006,7.7,3232.0
4761,800 balas,2002,6.4,3797.0
4762,Tetsuo: The Bullet Man,2009,5.7,1466.0
4763,Clémence,2007,5.4,26.0
4764,Mercy,2000,5.4,2010.0
4765,Red Canyon,2008,3.8,674.0
4766,The Fine Art of Love: Mine Ha-Ha,2005,5.6,519.0
4767,Animal 2,2008,5.2,875.0
4768,Klass,2007,8.0,12996.0
4769,Partner,2007,5.7,9551.0
4770,Flandres,2006,6.6,2554.0
4771,Frankenhood,2009,4.3,424.0
4772,Alien Trespass,2009,5.7,3393.0
4773,Dhool,2003,7.2,899.0
4774,Sarkar Raj,2008,6.8,6567.0
4775,Lake City,2008,5.9,745.0
4776,Dai-Nihonjin,2007,6.4,3037.0
4777,Blindspot,2008,6.1,64.0
4778,Trauma,2004,4.8,3089.0
4779,Lavoura Arcaica,2001,7.7,1476.0
4780,Sexo con Amor,2003,6.4,2332.0
4781,Aamir,2008,7.7,9121.0
4782,Jin ping mei,2008,5.1,491.0
4783,Clément,2001,6.2,352.0
4784,Tiresia,2003,6.5,947.0
4785,The Final Victim,2003,4.9,104.0
4786,Tian xia wu zei,2004,7.3,4062.0
4787,Grado 3,2009,4.0,381.0
4788,Maze,2000,6.5,753.0
4789,The Hustle,2008,5.2,257.0
4790,Miranda,2002,5.5,1748.0
4791,Beed-e majnoon,2005,7.5,3573.0
4792,Pinjar: Beyond Boundaries...,2003,8.1,2268.0
4793,Dzien swira,2002,8.2,7003.0
4794,El camino,2008,6.1,100.0
4795,My Name Is Tanino,2002,6.6,1441.0
4796,Kuch Naa Kaho,2003,5.5,2069.0
4797,El-sefara fi El-Omara,2005,6.2,1607.0
4798,Ramji Londonwaley,2005,6.8,837.0
4799,Pournami,2006,5.8,509.0
4800,Tonî Takitani,2004,7.4,3905.0
4801,Oy Vey! My Son Is Gay!!,2009,5.1,517.0
4802,Jesus Christ Vampire Hunter,2001,5.1,3784.0
4803,Salaam-E-Ishq,2007,5.2,4749.0
4804,Traffic Signal,2007,6.5,1279.0
4805,Pandaemonium,2000,6.6,747.0
4806,Los girasoles ciegos,2008,6.7,1548.0
4807,Nola,2003,5.4,370.0
4808,Eu Me Lembro,2005,6.5,150.0
4809,Human Zoo,2009,6.1,594.0
4810,Guernsey,2005,6.2,614.0
4811,Any Way the Wind Blows,2003,7.2,2266.0
4812,Baller Blockin',2000,5.2,294.0
4813,Michel Vaillant,2003,5.3,3807.0
4814,Evil Breed: The Legend of Samhain,2003,3.3,1433.0
4815,Yoni,2002,7.6,5.0
4816,Jai Santoshi Maa,2006,6.6,22.0
4817,Evil Bong 2: King Bong,2009,4.8,604.0
4818,Xing fu shi guang,2000,7.5,3659.0
4819,Naechureol siti,2003,5.8,4154.0
4820,120,2008,7.3,6002.0
4821,Nae-sa-rang ssa-ga-ji,2004,6.2,2582.0
4822,Brothel,2008,4.4,217.0
4823,Nayak: The Real Hero,2001,7.8,10892.0
4824,Szép napok,2002,5.6,526.0
4825,Donna on Demand,2009,7.0,22.0
4826,Danny Deckchair,2003,6.8,4540.0
4827,Up at the Villa,2000,6.0,2480.0
4828,Musta jää,2007,6.7,2465.0
4829,Il bosco fuori,2006,4.6,975.0
4830,Uncle P,2007,3.7,458.0
4831,Saidoweizu,2009,6.1,146.0
4832,Black Devil Doll,2007,4.4,894.0
4833,Storm,2005,5.8,2481.0
4834,Things Behind the Sun,2001,7.1,1252.0
4835,Die weiße Massai,2005,6.5,3399.0
4836,GP506,2008,5.9,1506.0
4837,Dr. Babasaheb Ambedkar,2000,8.2,629.0
4838,Den gode strømer,2004,5.8,2006.0
4839,The Sorcerer's Apprentice,2001,4.7,419.0
4840,The Lost Door,2008,4.8,153.0
4841,Je te mangerais,2009,5.7,1106.0
4842,Flesh for the Beast,2003,3.2,1099.0
4843,Conspiracy,2008,4.6,3586.0
4844,The Tarix Jabrix,2008,6.7,79.0
4845,Against the Current,2009,6.2,1094.0
4846,Takva,2006,7.5,10360.0
4847,Amal,2007,7.6,1725.0
4848,Los años desnudos (Clasificada S),2008,5.3,270.0
4849,Dean Spanley,2008,7.2,3109.0
4850,Dayereh,2000,7.5,5133.0
4851,Quicksand,2003,5.3,2012.0
4852,Liberated,2003,5.6,54.0
4853,Gamyam,2008,8.3,2131.0
4854,Zen,2009,7.5,807.0
4855,Second Skin,2000,5.2,798.0
4856,Journey Bombay to Goa: Laughter Unlimited,2007,4.3,275.0
4857,Le renard et l'enfant,2007,7.0,3396.0
4858,Dom zly,2009,7.5,3327.0
4859,Ab Tumhare Hawale Watan Saathiyo,2004,4.8,1235.0
4860,Geu nom moksori,2007,6.9,1447.0
4861,Deepwater,2005,5.3,1842.0
4862,Deep in the Jungle,2008,4.7,39.0
4863,Kandukondain Kandukondain,2000,7.6,2136.0
4864,Qing dian da sheng,2005,5.0,884.0
4865,Badhaai Ho Badhaai,2002,4.3,535.0
4866,Drool,2009,5.8,717.0
4867,Sil jong,2009,6.0,507.0
4868,Kedi,2006,3.9,63.0
4869,Trilogia II: I skoni tou hronou,2008,6.7,1386.0
4870,Safar e Ghandehar,2001,6.8,6074.0
4871,Yeh Hai Jalwa,2002,4.8,1847.0
4872,Chal Chala Chal,2009,4.7,224.0
4873,El Bola,2000,7.3,5357.0
4874,The Take,2007,5.8,2073.0
4875,Takedown,2000,6.3,6285.0
4876,Man with the Screaming Brain,2005,5.6,4821.0
4877,Stilyagi,2008,7.2,3786.0
4878,Lavirint,2002,7.1,1665.0
4879,Campfire Stories,2001,3.0,798.0
4880,High Heels and Low Lifes,2001,6.2,3219.0
4881,El Cid: La leyenda,2003,5.6,726.0
4882,Cut,2000,4.2,2910.0
4883,Hibla,2002,5.2,91.0
4884,13 Moons,2002,5.9,1137.0
4885,Sutures,2009,4.4,1230.0
4886,The Mechanik,2005,5.7,3342.0
4887,Princes et princesses,2000,7.7,1764.0
4888,What Love Is,2007,5.5,1171.0
4889,Hawa,2003,3.3,257.0
4890,...Yahaan,2005,7.5,969.0
4891,Estômago,2007,7.8,4450.0
4892,Mon colonel,2006,7.1,476.0
4893,Sankara,2007,7.0,115.0
4894,Steak,2007,5.9,1794.0
4895,Fyra nyanser av brunt,2004,7.4,3891.0
4896,Wicked Lake,2008,3.0,1019.0
4897,Máncora,2008,6.6,1065.0
4898,Rishtey,2002,4.5,731.0
4899,Goodbye Charlie Bright,2001,6.3,1493.0
4900,Sex Files: Ancient Desires,2000,4.4,121.0
4901,Boso,2005,4.0,73.0
4902,Relative Values,2000,6.5,2097.0
4903,Kærlighed på film,2007,7.2,4310.0
4904,Ma femme est une actrice,2001,6.5,3392.0
4905,Suspicious River,2000,5.7,739.0
4906,Solstorm,2007,5.1,1597.0
4907,Yeogo goedam 4: Moksori,2005,6.5,1327.0
4908,One More Chance,2007,7.5,598.0
4909,Within,2005,2.9,1526.0
4910,The Trumpet of the Swan,2001,5.0,860.0
4911,O Céu de Suely,2006,7.2,1353.0
4912,This Thing of Ours,2003,5.3,579.0
4913,Hura gâru,2006,7.2,1691.0
4914,Ringu 0: Bâsudei,2000,6.1,7427.0
4915,Ryû ga gotoku: Gekijô-ban,2007,6.3,1199.0
4916,The Ferryman,2007,4.7,1698.0
4917,The Last Kennedy,2003,4.0,33.0
4918,Tatt av kvinnen,2007,6.6,1927.0
4919,Nordkraft,2005,6.9,2460.0
4920,Komt een vrouw bij de dokter,2009,6.8,4896.0
4921,Black Mask 2: City of Masks,2002,3.6,1555.0
4922,Distance,2001,7.1,933.0
4923,American Desi,2001,6.7,1543.0
4924,Levottomat 3 - kun mikään ei riitä,2004,2.7,3154.0
4925,L'armée du crime,2009,6.7,2808.0
4926,A Beautiful Life,2008,4.7,319.0
4927,Sukdulan,2003,6.9,32.0
4928,Ek Aur Ek Gyarah: By Hook or by Crook,2003,5.2,1553.0
4929,Black Cadillac,2003,6.0,2618.0
4930,Global Heresy,2002,6.2,1391.0
4931,How to Seduce Difficult Women,2009,4.6,254.0
4932,Heart of Stone,2001,5.3,142.0
4933,Le pacte du silence,2003,5.8,877.0
4934,Saturno contro,2007,6.7,3898.0
4935,Sasquatch Mountain,2006,3.9,747.0
4936,Eklavya,2007,6.2,2879.0
4937,Agnes und seine Brüder,2004,6.7,1627.0
4938,Shadow Puppets,2007,4.9,2159.0
4939,Golasy,2002,4.1,159.0
4940,Lammbock,2001,7.4,9943.0
4941,"Lila, Lila",2009,6.4,908.0
4942,Risk,2007,6.7,498.0
4943,Athidhi,2007,5.7,1490.0
4944,Der Wixxer,2004,6.2,7126.0
4945,Special,2006,6.9,5080.0
4946,Confession,2005,5.8,437.0
4947,The King Is Alive,2000,6.4,1780.0
4948,Dead Air,2009,5.3,2118.0
4949,The Opponent,2000,6.4,197.0
4950,Ghosts of Hamilton Street,2003,7.0,85.0
4951,Le roi danse,2000,6.8,1815.0
